order_id,order_date,customer_id,gender,age,product_category,product_name,quantity,unit_price,total_amount,payment_method,order_status,delivery_status,country,city
A1232,2/21/2023,C414,Male,25,Home & Kitchen,Product_90,1,3140,3140,Card,Cancelled,Delivered,India,Bangalore
A1233,2/13/2023,C345,Male,53,Beauty,Product_200,2,21422,42844,COD,Completed,Not Delivered,India,Bangalore
A1234,9/18/2023,C159,Male,43,Beauty,Product_166,3,20187,60561,UPI,Completed,Not Delivered,India,Chennai
A1235,9/13/2023,C346,Male,51,Electronics,Product_93,1,8199,8199,Card,Completed,Not Delivered,India,Chennai
A1236,12/16/2023,C999,Male,48,Electronics,Product_5,2,18203,36406,COD,Completed,Delivered,India,Hyderabad
A1237,1/31/2023,C680,Female,50,Beauty,Product_161,1,1605,1605,COD,Returned,Not Delivered,India,Chennai
A1238,2/12/2023,C180,Male,35,Electronics,Product_80,3,13481,40443,UPI,Returned,Delivered,India,Delhi
A1239,7/20/2023,C187,Male,37,Home & Kitchen,Product_187,3,11006,33018,UPI,Completed,Delivered,India,Mumbai
A1240,8/21/2023,C849,Male,37,Clothing,Product_31,2,4100,8200,UPI,Returned,Delivered,India,Pune
A1241,6/27/2023,C597,Female,28,Beauty,Product_33,1,16566,16566,COD,Cancelled,Delivered,India,Pune
A1242,5/20/2023,C935,Male,34,Electronics,Product_128,2,14368,28736,Card,Returned,Not Delivered,India,Pune
A1243,3/27/2023,C170,Female,28,Beauty,Product_198,2,18875,37750,UPI,Returned,Delivered,India,Bangalore
A1244,1/2/2023,C878,Male,18,Clothing,Product_12,3,16973,50919,Card,Cancelled,Not Delivered,India,Delhi
A1245,10/11/2023,C645,Female,32,Beauty,Product_64,1,1458,1458,Card,Returned,Not Delivered,India,Hyderabad
A1246,7/10/2023,C884,Male,50,Electronics,Product_46,1,19028,19028,UPI,Returned,Delivered,India,Chennai
A1247,5/25/2023,C228,Female,38,Electronics,Product_142,1,15540,15540,Card,Completed,Not Delivered,India,Bangalore
A1248,6/5/2023,C231,Male,47,Beauty,Product_152,2,18774,37548,Card,Completed,Delivered,India,Delhi
A1249,1/13/2023,C775,Male,52,Beauty,Product_163,1,13736,13736,COD,Completed,Not Delivered,India,Pune
A1250,6/7/2023,C586,Male,31,Clothing,Product_108,3,12629,37887,Card,Completed,Delivered,India,Hyderabad
A1251,4/29/2023,C662,Female,41,Home & Kitchen,Product_192,1,1738,1738,UPI,Returned,Delivered,India,Delhi
A1252,2/8/2023,C269,Male,45,Clothing,Product_61,3,13222,39666,Card,Cancelled,Not Delivered,India,Chennai
A1253,6/17/2023,C371,Female,46,Beauty,Product_60,3,24396,73188,UPI,Completed,Delivered,India,Mumbai
A1254,3/26/2023,C640,Female,47,Beauty,Product_105,1,3762,3762,UPI,Returned,Not Delivered,India,Bangalore
A1255,8/26/2023,C993,Female,25,Electronics,Product_41,2,10402,20804,COD,Cancelled,Delivered,India,Bangalore
A1256,2/16/2023,C721,Male,40,Home & Kitchen,Product_132,2,5160,10320,UPI,Returned,Not Delivered,India,Hyderabad
A1257,7/27/2023,C533,Female,53,Clothing,Product_25,1,1318,1318,Card,Completed,Delivered,India,Mumbai
A1258,4/24/2023,C316,Male,30,Home & Kitchen,Product_96,1,2320,2320,COD,Returned,Delivered,India,Hyderabad
A1259,2/3/2023,C652,Male,59,Home & Kitchen,Product_33,1,1014,1014,UPI,Cancelled,Delivered,India,Pune
A1260,3/28/2023,C873,Female,43,Home & Kitchen,Product_8,2,1959,3918,Card,Returned,Not Delivered,India,Delhi
A1261,4/6/2023,C847,Female,35,Home & Kitchen,Product_39,2,7335,14670,UPI,Returned,Delivered,India,Hyderabad
A1262,10/9/2023,C806,Female,21,Electronics,Product_72,2,13800,27600,Card,Completed,Not Delivered,India,Bangalore
A1263,5/8/2023,C305,Male,42,Beauty,Product_123,3,17529,52587,COD,Cancelled,Not Delivered,India,Jaipur
A1264,4/3/2023,C830,Male,38,Clothing,Product_8,2,9161,18322,Card,Completed,Not Delivered,India,Jaipur
A1265,3/23/2023,C419,Male,33,Clothing,Product_69,3,7927,23781,COD,Returned,Delivered,India,Bangalore
A1266,7/1/2023,C508,Male,29,Clothing,Product_152,3,13027,39081,Card,Returned,Not Delivered,India,Pune
A1267,6/30/2023,C787,Male,54,Clothing,Product_127,3,23255,69765,COD,Cancelled,Delivered,India,Indore
A1268,1/29/2023,C765,Male,56,Clothing,Product_6,1,3257,3257,COD,Cancelled,Delivered,India,Jaipur
A1269,3/8/2023,C482,Female,29,Beauty,Product_16,3,6901,20703,UPI,Completed,Delivered,India,Mumbai
A1270,2/7/2023,C548,Female,60,Home & Kitchen,Product_151,3,12256,36768,UPI,Cancelled,Not Delivered,India,Jaipur
A1271,8/12/2023,C629,Female,59,Beauty,Product_45,1,5461,5461,COD,Returned,Not Delivered,India,Bangalore
A1272,3/31/2023,C562,Female,37,Beauty,Product_33,3,19598,58794,UPI,Returned,Delivered,India,Chennai
A1273,4/4/2023,C223,Female,57,Clothing,Product_164,3,1361,4083,COD,Completed,Not Delivered,India,Delhi
A1274,2/9/2023,C353,Male,40,Beauty,Product_43,2,24723,49446,COD,Completed,Not Delivered,India,Indore
A1275,4/18/2023,C330,Male,22,Beauty,Product_66,1,8990,8990,UPI,Returned,Delivered,India,Pune
A1276,8/3/2023,C165,Male,44,Home & Kitchen,Product_97,2,14659,29318,Card,Returned,Not Delivered,India,Mumbai
A1277,11/30/2023,C446,Male,28,Home & Kitchen,Product_19,2,19241,38482,UPI,Cancelled,Delivered,India,Jaipur
A1278,2/7/2023,C121,Female,28,Home & Kitchen,Product_42,2,3731,7462,COD,Completed,Delivered,India,Jaipur
A1279,9/5/2023,C702,Male,45,Clothing,Product_156,3,20407,61221,Card,Completed,Delivered,India,Mumbai
A1280,4/8/2023,C667,Female,53,Beauty,Product_170,2,7035,14070,Card,Cancelled,Delivered,India,Mumbai
A1281,10/20/2023,C335,Female,27,Electronics,Product_93,1,13174,13174,UPI,Cancelled,Delivered,India,Hyderabad
A1282,11/4/2023,C702,Female,30,Electronics,Product_7,3,20782,62346,UPI,Completed,Not Delivered,India,Mumbai
A1283,6/7/2023,C325,Female,48,Home & Kitchen,Product_170,2,4084,8168,Card,Completed,Not Delivered,India,Delhi
A1284,7/9/2023,C107,Male,46,Electronics,Product_68,2,12799,25598,Card,Cancelled,Not Delivered,India,Bangalore
A1285,2/1/2023,C172,Male,60,Electronics,Product_22,2,18789,37578,COD,Cancelled,Not Delivered,India,Bangalore
A1286,7/18/2023,C824,Female,52,Home & Kitchen,Product_147,3,2298,6894,UPI,Cancelled,Not Delivered,India,Mumbai
A1287,1/18/2023,C746,Male,25,Home & Kitchen,Product_45,2,23706,47412,UPI,Completed,Delivered,India,Delhi
A1288,2/10/2023,C160,Female,30,Clothing,Product_153,1,14173,14173,Card,Cancelled,Delivered,India,Mumbai
A1289,7/23/2023,C334,Female,35,Home & Kitchen,Product_4,2,18530,37060,COD,Returned,Not Delivered,India,Mumbai
A1290,3/17/2023,C169,Male,24,Electronics,Product_74,2,5203,10406,COD,Cancelled,Not Delivered,India,Hyderabad
A1291,9/6/2023,C132,Female,20,Clothing,Product_71,2,21756,43512,Card,Completed,Not Delivered,India,Pune
A1292,12/20/2023,C980,Male,21,Home & Kitchen,Product_69,2,11162,22324,Card,Completed,Not Delivered,India,Hyderabad
A1293,9/9/2023,C438,Male,32,Clothing,Product_77,2,9486,18972,COD,Cancelled,Not Delivered,India,Hyderabad
A1294,11/6/2023,C172,Male,30,Home & Kitchen,Product_55,3,13956,41868,Card,Returned,Not Delivered,India,Jaipur
A1295,3/23/2023,C626,Male,37,Home & Kitchen,Product_35,1,17184,17184,COD,Returned,Delivered,India,Delhi
A1296,1/30/2023,C343,Male,20,Home & Kitchen,Product_13,1,6877,6877,Card,Returned,Delivered,India,Hyderabad
A1297,9/16/2023,C385,Female,58,Electronics,Product_175,2,15511,31022,UPI,Completed,Not Delivered,India,Indore
A1298,4/1/2023,C785,Female,55,Beauty,Product_89,3,14917,44751,UPI,Cancelled,Delivered,India,Hyderabad
A1299,1/26/2023,C597,Male,54,Clothing,Product_57,1,12966,12966,COD,Completed,Delivered,India,Hyderabad
A1300,9/20/2023,C319,Male,18,Home & Kitchen,Product_34,3,13718,41154,COD,Completed,Delivered,India,Bangalore
A1301,6/6/2023,C652,Female,45,Home & Kitchen,Product_90,2,20234,40468,Card,Cancelled,Delivered,India,Indore
A1302,9/24/2023,C235,Female,55,Electronics,Product_2,2,22490,44980,COD,Returned,Not Delivered,India,Hyderabad
A1303,2/25/2023,C840,Female,22,Beauty,Product_71,2,22726,45452,COD,Cancelled,Not Delivered,India,Hyderabad
A1304,11/30/2023,C684,Female,30,Clothing,Product_133,3,23601,70803,UPI,Completed,Not Delivered,India,Jaipur
A1305,1/14/2023,C690,Female,36,Beauty,Product_108,3,4885,14655,Card,Cancelled,Delivered,India,Bangalore
A1306,4/24/2023,C584,Female,60,Beauty,Product_130,2,24107,48214,Card,Completed,Delivered,India,Hyderabad
A1307,3/7/2023,C348,Female,53,Clothing,Product_175,1,15726,15726,Card,Returned,Delivered,India,Bangalore
A1308,6/7/2023,C903,Female,39,Beauty,Product_67,2,7618,15236,COD,Cancelled,Not Delivered,India,Mumbai
A1309,11/21/2023,C584,Male,48,Clothing,Product_129,2,2058,4116,UPI,Returned,Not Delivered,India,Hyderabad
A1310,3/19/2023,C926,Male,30,Beauty,Product_105,2,2071,4142,COD,Cancelled,Delivered,India,Jaipur
A1311,2/11/2023,C516,Female,39,Clothing,Product_81,3,6209,18627,COD,Completed,Delivered,India,Indore
A1312,3/28/2023,C294,Male,49,Electronics,Product_34,2,7161,14322,COD,Cancelled,Not Delivered,India,Chennai
A1313,7/16/2023,C196,Male,20,Clothing,Product_188,2,15943,31886,Card,Completed,Not Delivered,India,Bangalore
A1314,1/3/2023,C199,Male,32,Beauty,Product_80,1,22475,22475,UPI,Completed,Not Delivered,India,Hyderabad
A1315,1/24/2023,C774,Female,36,Home & Kitchen,Product_187,1,2439,2439,COD,Returned,Not Delivered,India,Chennai
A1316,6/25/2023,C541,Female,40,Clothing,Product_43,3,4684,14052,Card,Completed,Delivered,India,Bangalore
A1317,4/19/2023,C462,Male,55,Clothing,Product_32,3,4599,13797,Card,Returned,Delivered,India,Chennai
A1318,10/1/2023,C533,Male,56,Electronics,Product_170,3,8681,26043,UPI,Returned,Delivered,India,Pune
A1319,8/2/2023,C520,Female,42,Electronics,Product_141,3,4094,12282,Card,Cancelled,Delivered,India,Bangalore
A1320,11/19/2023,C578,Male,37,Home & Kitchen,Product_170,3,22770,68310,UPI,Returned,Not Delivered,India,Delhi
A1321,9/19/2023,C984,Male,36,Electronics,Product_28,2,3737,7474,Card,Completed,Delivered,India,Hyderabad
A1322,7/3/2023,C846,Female,36,Clothing,Product_11,3,6908,20724,COD,Cancelled,Delivered,India,Indore
A1323,1/2/2023,C155,Male,60,Electronics,Product_29,2,7984,15968,COD,Returned,Not Delivered,India,Delhi
A1324,2/8/2023,C789,Male,34,Clothing,Product_117,1,17067,17067,Card,Cancelled,Not Delivered,India,Pune
A1325,1/21/2023,C769,Female,41,Beauty,Product_110,1,6024,6024,COD,Completed,Delivered,India,Pune
A1326,12/6/2023,C761,Male,39,Beauty,Product_113,1,4834,4834,COD,Cancelled,Delivered,India,Jaipur
A1327,2/28/2023,C200,Female,43,Home & Kitchen,Product_70,2,6292,12584,Card,Returned,Not Delivered,India,Chennai
A1328,2/27/2023,C162,Male,21,Clothing,Product_27,3,5765,17295,Card,Returned,Not Delivered,India,Indore
A1329,7/14/2023,C512,Female,57,Electronics,Product_176,1,20331,20331,COD,Completed,Not Delivered,India,Indore
A1330,8/14/2023,C845,Male,22,Beauty,Product_168,1,13776,13776,Card,Completed,Delivered,India,Jaipur
A1331,12/19/2023,C447,Male,45,Clothing,Product_124,3,17441,52323,Card,Returned,Not Delivered,India,Delhi
A1332,1/28/2023,C919,Male,59,Clothing,Product_130,3,20383,61149,Card,Cancelled,Delivered,India,Mumbai
A1333,5/4/2023,C982,Female,35,Electronics,Product_130,2,10806,21612,UPI,Returned,Not Delivered,India,Chennai
A1334,8/24/2023,C211,Female,54,Home & Kitchen,Product_23,1,2883,2883,Card,Cancelled,Not Delivered,India,Mumbai
A1335,12/1/2023,C354,Male,24,Home & Kitchen,Product_106,2,24719,49438,UPI,Returned,Delivered,India,Mumbai
A1336,11/23/2023,C296,Female,50,Clothing,Product_168,3,20585,61755,COD,Cancelled,Not Delivered,India,Jaipur
A1337,8/21/2023,C294,Female,53,Home & Kitchen,Product_184,1,7604,7604,COD,Cancelled,Not Delivered,India,Mumbai
A1338,4/24/2023,C649,Male,39,Beauty,Product_163,1,21891,21891,Card,Returned,Not Delivered,India,Mumbai
A1339,9/10/2023,C559,Male,44,Electronics,Product_66,1,5679,5679,COD,Completed,Delivered,India,Mumbai
A1340,8/23/2023,C243,Male,39,Electronics,Product_194,2,7364,14728,Card,Completed,Delivered,India,Indore
A1341,10/29/2023,C532,Male,49,Electronics,Product_136,2,21876,43752,COD,Completed,Not Delivered,India,Indore
A1342,12/21/2023,C287,Male,26,Electronics,Product_100,3,6106,18318,COD,Returned,Not Delivered,India,Chennai
A1343,12/21/2023,C385,Male,35,Home & Kitchen,Product_88,2,20255,40510,Card,Cancelled,Delivered,India,Delhi
A1344,12/25/2023,C573,Female,53,Beauty,Product_183,2,20043,40086,COD,Returned,Delivered,India,Bangalore
A1345,5/29/2023,C355,Female,26,Clothing,Product_129,1,20752,20752,COD,Returned,Not Delivered,India,Mumbai
A1346,9/3/2023,C995,Female,52,Beauty,Product_109,2,18724,37448,UPI,Returned,Delivered,India,Pune
A1347,1/28/2023,C177,Male,30,Beauty,Product_193,2,5062,10124,UPI,Cancelled,Not Delivered,India,Delhi
A1348,6/1/2023,C553,Male,52,Electronics,Product_92,1,22929,22929,Card,Completed,Delivered,India,Chennai
A1349,12/23/2023,C927,Female,60,Electronics,Product_98,1,17041,17041,Card,Cancelled,Not Delivered,India,Pune
A1350,5/9/2023,C982,Male,57,Home & Kitchen,Product_58,1,24668,24668,COD,Returned,Not Delivered,India,Bangalore
A1351,5/31/2023,C976,Female,29,Electronics,Product_48,3,6640,19920,UPI,Returned,Delivered,India,Chennai
A1352,5/23/2023,C663,Female,26,Clothing,Product_150,1,14341,14341,Card,Completed,Not Delivered,India,Indore
A1353,1/21/2023,C200,Male,38,Electronics,Product_199,3,5372,16116,COD,Returned,Not Delivered,India,Indore
A1354,7/3/2023,C151,Male,38,Clothing,Product_48,3,18327,54981,COD,Completed,Delivered,India,Chennai
A1355,7/26/2023,C767,Male,40,Clothing,Product_55,3,17897,53691,COD,Cancelled,Not Delivered,India,Jaipur
A1356,11/13/2023,C653,Female,53,Electronics,Product_30,2,7458,14916,COD,Cancelled,Not Delivered,India,Bangalore
A1357,11/15/2023,C956,Male,20,Beauty,Product_98,3,20409,61227,UPI,Cancelled,Not Delivered,India,Hyderabad
A1358,7/11/2023,C115,Female,49,Electronics,Product_76,1,17236,17236,COD,Completed,Not Delivered,India,Mumbai
A1359,10/3/2023,C195,Male,58,Electronics,Product_54,1,5785,5785,COD,Returned,Delivered,India,Chennai
A1360,10/3/2023,C871,Female,59,Electronics,Product_192,1,7036,7036,COD,Completed,Delivered,India,Indore
A1361,1/20/2023,C969,Male,22,Electronics,Product_46,3,11169,33507,Card,Returned,Delivered,India,Bangalore
A1362,7/18/2023,C342,Female,58,Home & Kitchen,Product_111,2,13657,27314,Card,Completed,Not Delivered,India,Mumbai
A1363,11/25/2023,C270,Male,55,Electronics,Product_180,3,493,1479,UPI,Cancelled,Delivered,India,Hyderabad
A1364,11/7/2023,C516,Male,36,Home & Kitchen,Product_98,3,10174,30522,Card,Returned,Delivered,India,Indore
A1365,4/23/2023,C597,Male,43,Beauty,Product_163,1,17780,17780,UPI,Cancelled,Not Delivered,India,Pune
A1366,3/14/2023,C592,Male,20,Electronics,Product_147,3,18488,55464,COD,Cancelled,Delivered,India,Hyderabad
A1367,6/26/2023,C318,Male,44,Clothing,Product_42,1,24820,24820,UPI,Completed,Not Delivered,India,Bangalore
A1368,12/10/2023,C985,Male,53,Home & Kitchen,Product_166,1,6242,6242,COD,Completed,Not Delivered,India,Mumbai
A1369,4/12/2023,C510,Female,39,Beauty,Product_33,2,3517,7034,COD,Returned,Delivered,India,Mumbai
A1370,2/5/2023,C160,Male,38,Home & Kitchen,Product_116,2,20600,41200,Card,Returned,Not Delivered,India,Delhi
A1371,7/6/2023,C268,Female,45,Clothing,Product_2,3,18874,56622,Card,Completed,Delivered,India,Chennai
A1372,3/10/2023,C488,Female,48,Home & Kitchen,Product_115,2,12079,24158,Card,Cancelled,Not Delivered,India,Mumbai
A1373,11/7/2023,C102,Male,35,Clothing,Product_138,1,21453,21453,UPI,Cancelled,Delivered,India,Mumbai
A1374,11/20/2023,C499,Male,55,Home & Kitchen,Product_197,1,16919,16919,COD,Completed,Delivered,India,Hyderabad
A1375,8/30/2023,C371,Male,41,Home & Kitchen,Product_58,3,17984,53952,COD,Returned,Not Delivered,India,Delhi
A1376,9/19/2023,C902,Male,43,Beauty,Product_129,2,16720,33440,UPI,Returned,Delivered,India,Delhi
A1377,8/17/2023,C903,Male,29,Clothing,Product_189,3,4899,14697,COD,Cancelled,Not Delivered,India,Pune
A1378,4/29/2023,C565,Male,34,Beauty,Product_60,1,16279,16279,UPI,Returned,Delivered,India,Jaipur
A1379,8/21/2023,C392,Male,20,Beauty,Product_27,2,15690,31380,COD,Returned,Not Delivered,India,Hyderabad
A1380,10/19/2023,C533,Male,42,Home & Kitchen,Product_94,3,18137,54411,COD,Returned,Delivered,India,Hyderabad
A1381,9/22/2023,C813,Female,40,Beauty,Product_125,2,7603,15206,Card,Returned,Delivered,India,Delhi
A1382,4/28/2023,C848,Male,50,Beauty,Product_55,2,5726,11452,UPI,Completed,Delivered,India,Jaipur
A1383,3/2/2023,C902,Male,44,Beauty,Product_185,3,23804,71412,UPI,Cancelled,Not Delivered,India,Indore
A1384,3/24/2023,C669,Female,19,Clothing,Product_12,1,19659,19659,UPI,Returned,Delivered,India,Delhi
A1385,1/21/2023,C777,Male,21,Clothing,Product_67,3,17098,51294,UPI,Returned,Not Delivered,India,Pune
A1386,12/5/2023,C835,Female,23,Clothing,Product_115,3,24154,72462,COD,Cancelled,Not Delivered,India,Delhi
A1387,11/4/2023,C598,Male,55,Clothing,Product_160,1,13760,13760,COD,Returned,Not Delivered,India,Delhi
A1388,6/25/2023,C258,Female,56,Electronics,Product_59,3,22765,68295,Card,Cancelled,Delivered,India,Mumbai
A1389,9/25/2023,C294,Female,27,Electronics,Product_46,1,6930,6930,Card,Returned,Delivered,India,Mumbai
A1390,12/4/2023,C403,Male,56,Electronics,Product_199,1,16102,16102,COD,Returned,Not Delivered,India,Chennai
A1391,12/24/2023,C322,Female,32,Home & Kitchen,Product_197,2,1723,3446,Card,Cancelled,Delivered,India,Chennai
A1392,9/2/2023,C159,Male,23,Beauty,Product_154,1,8640,8640,COD,Cancelled,Not Delivered,India,Bangalore
A1393,1/4/2023,C693,Male,51,Electronics,Product_97,1,23537,23537,COD,Completed,Not Delivered,India,Chennai
A1394,3/21/2023,C853,Female,59,Beauty,Product_67,2,3792,7584,COD,Cancelled,Not Delivered,India,Hyderabad
A1395,4/15/2023,C655,Female,53,Home & Kitchen,Product_46,3,13323,39969,Card,Returned,Not Delivered,India,Hyderabad
A1396,6/26/2023,C162,Female,26,Electronics,Product_192,2,19228,38456,UPI,Cancelled,Delivered,India,Mumbai
A1397,7/25/2023,C865,Female,53,Electronics,Product_42,1,16957,16957,Card,Returned,Delivered,India,Mumbai
A1398,11/4/2023,C421,Female,23,Electronics,Product_68,1,15755,15755,UPI,Cancelled,Delivered,India,Pune
A1399,7/25/2023,C158,Female,56,Electronics,Product_199,3,12893,38679,UPI,Returned,Not Delivered,India,Indore
A1400,12/3/2023,C151,Female,30,Electronics,Product_154,1,6909,6909,COD,Returned,Delivered,India,Delhi
A1401,7/4/2023,C698,Male,59,Electronics,Product_41,3,1481,4443,UPI,Cancelled,Not Delivered,India,Jaipur
A1402,7/27/2023,C588,Male,51,Electronics,Product_189,3,13248,39744,COD,Completed,Delivered,India,Hyderabad
A1403,10/26/2023,C614,Female,40,Beauty,Product_58,3,18621,55863,COD,Completed,Not Delivered,India,Chennai
A1404,5/14/2023,C973,Male,44,Electronics,Product_144,3,452,1356,UPI,Returned,Not Delivered,India,Jaipur
A1405,5/12/2023,C643,Female,46,Home & Kitchen,Product_145,1,17119,17119,Card,Completed,Not Delivered,India,Indore
A1406,10/28/2023,C261,Male,48,Electronics,Product_67,3,15396,46188,UPI,Cancelled,Delivered,India,Bangalore
A1407,6/30/2023,C158,Male,34,Clothing,Product_74,2,13814,27628,UPI,Cancelled,Not Delivered,India,Mumbai
A1408,9/1/2023,C620,Female,40,Clothing,Product_147,3,6148,18444,Card,Completed,Delivered,India,Indore
A1409,5/1/2023,C182,Male,34,Clothing,Product_59,3,6842,20526,UPI,Completed,Not Delivered,India,Delhi
A1410,2/10/2023,C971,Female,57,Electronics,Product_196,1,4228,4228,COD,Completed,Not Delivered,India,Jaipur
A1411,9/10/2023,C290,Female,49,Clothing,Product_196,3,10635,31905,COD,Cancelled,Not Delivered,India,Bangalore
A1412,1/28/2023,C170,Female,48,Electronics,Product_129,3,4502,13506,Card,Cancelled,Delivered,India,Indore
A1413,9/23/2023,C709,Female,38,Electronics,Product_4,1,23180,23180,COD,Completed,Not Delivered,India,Mumbai
A1414,11/10/2023,C169,Female,29,Beauty,Product_61,2,12148,24296,Card,Cancelled,Not Delivered,India,Jaipur
A1415,8/6/2023,C791,Male,44,Beauty,Product_94,1,16643,16643,Card,Cancelled,Not Delivered,India,Delhi
A1416,10/22/2023,C982,Male,24,Beauty,Product_61,3,4597,13791,COD,Cancelled,Not Delivered,India,Bangalore
A1417,3/18/2023,C340,Female,18,Clothing,Product_108,1,24500,24500,Card,Completed,Not Delivered,India,Indore
A1418,10/15/2023,C513,Male,43,Electronics,Product_177,2,8523,17046,UPI,Completed,Delivered,India,Hyderabad
A1419,2/19/2023,C222,Female,39,Beauty,Product_93,2,20939,41878,Card,Returned,Not Delivered,India,Jaipur
A1420,3/4/2023,C683,Female,56,Clothing,Product_148,1,13792,13792,COD,Returned,Delivered,India,Hyderabad
A1421,12/11/2023,C352,Female,46,Electronics,Product_98,2,10952,21904,COD,Cancelled,Not Delivered,India,Delhi
A1422,6/22/2023,C692,Female,58,Home & Kitchen,Product_19,1,21290,21290,UPI,Completed,Not Delivered,India,Bangalore
A1423,12/1/2023,C708,Female,35,Home & Kitchen,Product_70,2,10683,21366,Card,Cancelled,Not Delivered,India,Chennai
A1424,1/12/2023,C140,Male,33,Beauty,Product_191,1,6325,6325,COD,Returned,Delivered,India,Bangalore
A1425,2/22/2023,C734,Male,22,Home & Kitchen,Product_141,1,13310,13310,UPI,Completed,Not Delivered,India,Mumbai
A1426,11/13/2023,C183,Male,23,Home & Kitchen,Product_80,1,8900,8900,UPI,Completed,Not Delivered,India,Indore
A1427,3/9/2023,C529,Male,19,Electronics,Product_170,3,4442,13326,Card,Cancelled,Not Delivered,India,Indore
A1428,10/8/2023,C773,Female,26,Clothing,Product_152,3,9226,27678,COD,Cancelled,Not Delivered,India,Hyderabad
A1429,10/4/2023,C697,Male,23,Home & Kitchen,Product_79,2,16082,32164,Card,Cancelled,Not Delivered,India,Delhi
A1430,1/1/2023,C678,Male,40,Beauty,Product_121,2,645,1290,COD,Completed,Not Delivered,India,Indore
A1431,8/9/2023,C635,Female,56,Clothing,Product_2,2,599,1198,COD,Cancelled,Delivered,India,Chennai
A1432,7/22/2023,C423,Male,28,Home & Kitchen,Product_97,3,14623,43869,UPI,Cancelled,Delivered,India,Chennai
A1433,9/22/2023,C367,Female,36,Beauty,Product_106,3,8149,24447,UPI,Completed,Delivered,India,Delhi
A1434,11/23/2023,C309,Female,57,Home & Kitchen,Product_70,2,3916,7832,COD,Returned,Not Delivered,India,Bangalore
A1435,3/19/2023,C785,Male,52,Electronics,Product_48,2,935,1870,UPI,Cancelled,Not Delivered,India,Delhi
A1436,1/5/2023,C833,Male,23,Clothing,Product_4,3,14666,43998,Card,Completed,Not Delivered,India,Chennai
A1437,7/10/2023,C421,Female,20,Beauty,Product_21,2,16631,33262,UPI,Completed,Not Delivered,India,Chennai
A1438,8/29/2023,C344,Male,30,Beauty,Product_98,1,18099,18099,UPI,Completed,Delivered,India,Chennai
A1439,1/18/2023,C371,Male,47,Electronics,Product_134,2,8399,16798,COD,Completed,Not Delivered,India,Chennai
A1440,6/15/2023,C505,Male,58,Electronics,Product_191,3,10527,31581,COD,Returned,Delivered,India,Hyderabad
A1441,6/2/2023,C234,Male,41,Electronics,Product_171,2,21223,42446,UPI,Completed,Delivered,India,Chennai
A1442,3/27/2023,C787,Female,55,Electronics,Product_102,2,793,1586,UPI,Completed,Delivered,India,Indore
A1443,3/21/2023,C760,Female,23,Clothing,Product_41,3,19836,59508,Card,Completed,Not Delivered,India,Pune
A1444,11/27/2023,C407,Male,52,Electronics,Product_33,1,11949,11949,Card,Completed,Not Delivered,India,Jaipur
A1445,4/9/2023,C568,Male,42,Beauty,Product_186,2,24325,48650,UPI,Cancelled,Delivered,India,Indore
A1446,10/14/2023,C423,Female,52,Home & Kitchen,Product_49,3,14636,43908,COD,Completed,Not Delivered,India,Jaipur
A1447,5/21/2023,C869,Male,22,Clothing,Product_116,3,15648,46944,Card,Cancelled,Not Delivered,India,Indore
A1448,9/17/2023,C174,Female,29,Electronics,Product_159,1,21206,21206,Card,Returned,Delivered,India,Jaipur
A1449,12/4/2023,C109,Female,30,Home & Kitchen,Product_197,3,2375,7125,COD,Completed,Not Delivered,India,Jaipur
A1450,6/14/2023,C569,Male,24,Electronics,Product_12,2,21301,42602,UPI,Completed,Delivered,India,Bangalore
A1451,4/9/2023,C736,Male,20,Home & Kitchen,Product_169,1,16204,16204,Card,Returned,Not Delivered,India,Pune
A1452,11/7/2023,C676,Male,18,Clothing,Product_168,2,7532,15064,Card,Completed,Not Delivered,India,Pune
A1453,8/1/2023,C202,Female,21,Beauty,Product_136,2,18585,37170,UPI,Returned,Delivered,India,Hyderabad
A1454,9/23/2023,C175,Male,24,Clothing,Product_137,1,7374,7374,Card,Completed,Delivered,India,Bangalore
A1455,4/2/2023,C650,Female,24,Beauty,Product_173,3,20790,62370,Card,Returned,Not Delivered,India,Mumbai
A1456,10/9/2023,C318,Female,50,Beauty,Product_169,1,6211,6211,UPI,Returned,Not Delivered,India,Jaipur
A1457,6/16/2023,C618,Female,44,Home & Kitchen,Product_186,2,18325,36650,Card,Returned,Delivered,India,Bangalore
A1458,5/11/2023,C371,Female,46,Home & Kitchen,Product_102,2,18330,36660,UPI,Returned,Delivered,India,Hyderabad
A1459,9/23/2023,C235,Male,37,Electronics,Product_77,3,834,2502,UPI,Completed,Not Delivered,India,Pune
A1460,10/11/2023,C457,Male,24,Electronics,Product_118,3,9342,28026,Card,Completed,Delivered,India,Hyderabad
A1461,5/8/2023,C170,Male,34,Beauty,Product_24,2,19376,38752,COD,Cancelled,Delivered,India,Mumbai
A1462,9/5/2023,C350,Male,49,Electronics,Product_153,3,10939,32817,COD,Cancelled,Delivered,India,Chennai
A1463,6/21/2023,C478,Female,45,Home & Kitchen,Product_31,1,2132,2132,UPI,Returned,Delivered,India,Chennai
A1464,9/26/2023,C391,Male,38,Clothing,Product_84,1,10287,10287,COD,Returned,Delivered,India,Delhi
A1465,7/21/2023,C261,Female,56,Electronics,Product_57,1,22373,22373,Card,Cancelled,Not Delivered,India,Delhi
